id,title,difficulty,level,topic,platform,statement,description,input_format,output_format,constraints,sample_input,sample_output,sample_explanation,time_limit_ms,memory_limit_mb,submissions,acceptance_rate,updated_at,kind,family
P02953,Merge K Sorted Lists - Hard #79731,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 2 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02953.,41 elements provided.,Print merged and sorted array.,1 <= n <= 100000,4 18 20 27 31 44 51 58 62 69,4 18 20 27 31 44 51 58 62 69,Sort the numbers. (problem P02953),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02954,Median of Stream - Hard #79758,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02954.,48 elements provided.,Print medians after each addition.,1 <= n <= 100000,5 10 19 22 23 33 50 64 73,5 10 19 22 23 33 50 64 73,Sort the numbers. (problem P02954),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02955,Top K Frequent Elements - Hard #79785,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 1 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02955.,35 elements provided.,Print the 1 most frequent elements.,1 <= n <= 100000,"4 1 1 4 6 6 1 6 1 2
3","[1, 6, 4]",Count frequencies and extract the top k. (problem P02955),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02956,Kth Largest Element - Hard #79812,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 3th largest element.",Practice heap operations: kth largest. Unique hard variant for P02956.,42 elements provided.,Print the 3th largest.,1 <= n <= 100000,"1 10 13 25 40 43 49 54 64 76
3",54,Sort and pick the 3-th value. (problem P02956),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02957,Merge K Sorted Lists - Hard #79839,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 5 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02957.,49 elements provided.,Print merged and sorted array.,1 <= n <= 100000,11 14 19 29 31 44 45 49 67,11 14 19 29 31 44 45 49 67,Sort the numbers. (problem P02957),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02958,Median of Stream - Hard #79866,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02958.,36 elements provided.,Print medians after each addition.,1 <= n <= 100000,4 33 36 50 61 63 80,4 33 36 50 61 63 80,Sort the numbers. (problem P02958),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02959,Top K Frequent Elements - Hard #79893,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 4 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02959.,43 elements provided.,Print the 4 most frequent elements.,1 <= n <= 100000,"5 2 3 1 4 2 6 1 2 3
3","[2, 3, 1]",Count frequencies and extract the top k. (problem P02959),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02960,Kth Largest Element - Hard #79920,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 1th largest element.",Practice heap operations: kth largest. Unique hard variant for P02960.,30 elements provided.,Print the 1th largest.,1 <= n <= 100000,"3 20 34 47 53 53 56 66 73
3",56,Sort and pick the 3-th value. (problem P02960),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02961,Merge K Sorted Lists - Hard #79947,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 3 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02961.,37 elements provided.,Print merged and sorted array.,1 <= n <= 100000,11 14 15 41 43 48 69 76,11 14 15 41 43 48 69 76,Sort the numbers. (problem P02961),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02962,Median of Stream - Hard #79974,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02962.,44 elements provided.,Print medians after each addition.,1 <= n <= 100000,19 32 45 46 57 61 65 66 76,19 32 45 46 57 61 65 66 76,Sort the numbers. (problem P02962),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02963,Top K Frequent Elements - Hard #80001,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 2 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02963.,31 elements provided.,Print the 2 most frequent elements.,1 <= n <= 100000,"2 2 1 6 1 4 5 2 1 3
3","[2, 1, 6]",Count frequencies and extract the top k. (problem P02963),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02964,Kth Largest Element - Hard #80028,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 4th largest element.",Practice heap operations: kth largest. Unique hard variant for P02964.,38 elements provided.,Print the 4th largest.,1 <= n <= 100000,"2 5 21 30 39 46 56 59 62 79
4",56,Sort and pick the 4-th value. (problem P02964),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02965,Merge K Sorted Lists - Hard #80055,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 1 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02965.,45 elements provided.,Print merged and sorted array.,1 <= n <= 100000,10 46 46 55 57 69 77,10 46 46 55 57 69 77,Sort the numbers. (problem P02965),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02966,Median of Stream - Hard #80082,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02966.,32 elements provided.,Print medians after each addition.,1 <= n <= 100000,8 31 46 57 61 62 68,8 31 46 57 61 62 68,Sort the numbers. (problem P02966),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02967,Top K Frequent Elements - Hard #80109,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 5 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02967.,39 elements provided.,Print the 5 most frequent elements.,1 <= n <= 100000,"3 1 4 6 2 5 4 6 6 3
3","[6, 3, 4]",Count frequencies and extract the top k. (problem P02967),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02968,Kth Largest Element - Hard #80136,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 2th largest element.",Practice heap operations: kth largest. Unique hard variant for P02968.,46 elements provided.,Print the 2th largest.,1 <= n <= 100000,"12 15 32 55 66 76
1",76,Sort and pick the 1-th value. (problem P02968),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02969,Merge K Sorted Lists - Hard #80163,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 4 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02969.,33 elements provided.,Print merged and sorted array.,1 <= n <= 100000,15 36 37 37 48 76 78,15 36 37 37 48 76 78,Sort the numbers. (problem P02969),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02970,Median of Stream - Hard #80190,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02970.,40 elements provided.,Print medians after each addition.,1 <= n <= 100000,10 21 37 39 49 62 67 74,10 21 37 39 49 62 67 74,Sort the numbers. (problem P02970),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02971,Top K Frequent Elements - Hard #80217,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 3 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02971.,47 elements provided.,Print the 3 most frequent elements.,1 <= n <= 100000,"3 2 6 6 4 6 4 2 6 4
3","[6, 4, 2]",Count frequencies and extract the top k. (problem P02971),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02972,Kth Largest Element - Hard #80244,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 5th largest element.",Practice heap operations: kth largest. Unique hard variant for P02972.,34 elements provided.,Print the 5th largest.,1 <= n <= 100000,"11 16 24 54 66 78
3",54,Sort and pick the 3-th value. (problem P02972),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02973,Merge K Sorted Lists - Hard #80271,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 2 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02973.,41 elements provided.,Print merged and sorted array.,1 <= n <= 100000,3 7 7 15 21 24 34 36 44 61,3 7 7 15 21 24 34 36 44 61,Sort the numbers. (problem P02973),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02974,Median of Stream - Hard #80298,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02974.,48 elements provided.,Print medians after each addition.,1 <= n <= 100000,6 15 47 51 52 59 65,6 15 47 51 52 59 65,Sort the numbers. (problem P02974),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02975,Top K Frequent Elements - Hard #80325,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 1 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02975.,35 elements provided.,Print the 1 most frequent elements.,1 <= n <= 100000,"4 4 4 6 6 2 4 4 1 4
3","[4, 6, 2]",Count frequencies and extract the top k. (problem P02975),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02976,Kth Largest Element - Hard #80352,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 3th largest element.",Practice heap operations: kth largest. Unique hard variant for P02976.,42 elements provided.,Print the 3th largest.,1 <= n <= 100000,"1 5 14 35 49 58 73 77
2",73,Sort and pick the 2-th value. (problem P02976),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02977,Merge K Sorted Lists - Hard #80379,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 5 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02977.,49 elements provided.,Print merged and sorted array.,1 <= n <= 100000,37 49 52 57 69 74 76,37 49 52 57 69 74 76,Sort the numbers. (problem P02977),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02978,Median of Stream - Hard #80406,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02978.,36 elements provided.,Print medians after each addition.,1 <= n <= 100000,8 17 34 36 43 63 75 78,8 17 34 36 43 63 75 78,Sort the numbers. (problem P02978),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02979,Top K Frequent Elements - Hard #80433,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 4 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02979.,43 elements provided.,Print the 4 most frequent elements.,1 <= n <= 100000,"2 1 2 1 6 6 1 6 5 2
3","[2, 1, 6]",Count frequencies and extract the top k. (problem P02979),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02980,Kth Largest Element - Hard #80460,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 1th largest element.",Practice heap operations: kth largest. Unique hard variant for P02980.,30 elements provided.,Print the 1th largest.,1 <= n <= 100000,"11 19 22 24 45 66 71
2",66,Sort and pick the 2-th value. (problem P02980),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02981,Merge K Sorted Lists - Hard #80487,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 3 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02981.,37 elements provided.,Print merged and sorted array.,1 <= n <= 100000,16 45 47 50 66 66 75,16 45 47 50 66 66 75,Sort the numbers. (problem P02981),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02982,Median of Stream - Hard #80514,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02982.,44 elements provided.,Print medians after each addition.,1 <= n <= 100000,2 21 31 38 41 75,2 21 31 38 41 75,Sort the numbers. (problem P02982),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02983,Top K Frequent Elements - Hard #80541,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 2 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02983.,31 elements provided.,Print the 2 most frequent elements.,1 <= n <= 100000,"3 3 2 3 3 5 5 4 4 4
3","[3, 4, 5]",Count frequencies and extract the top k. (problem P02983),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02984,Kth Largest Element - Hard #80568,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 4th largest element.",Practice heap operations: kth largest. Unique hard variant for P02984.,38 elements provided.,Print the 4th largest.,1 <= n <= 100000,"2 10 28 29 43 57 58 74
3",57,Sort and pick the 3-th value. (problem P02984),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02985,Merge K Sorted Lists - Hard #80595,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 1 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02985.,45 elements provided.,Print merged and sorted array.,1 <= n <= 100000,10 14 22 26 63 70 71,10 14 22 26 63 70 71,Sort the numbers. (problem P02985),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02986,Median of Stream - Hard #80622,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02986.,32 elements provided.,Print medians after each addition.,1 <= n <= 100000,12 45 71 74 77 77,12 45 71 74 77 77,Sort the numbers. (problem P02986),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02987,Top K Frequent Elements - Hard #80649,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 5 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02987.,39 elements provided.,Print the 5 most frequent elements.,1 <= n <= 100000,"5 4 5 1 2 5 4 1 5 6
3","[5, 4, 1]",Count frequencies and extract the top k. (problem P02987),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02988,Kth Largest Element - Hard #80676,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the 2th largest element.",Practice heap operations: kth largest. Unique hard variant for P02988.,46 elements provided.,Print the 2th largest.,1 <= n <= 100000,"26 31 38 49 58 68 70
3",58,Sort and pick the 3-th value. (problem P02988),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02989,Merge K Sorted Lists - Hard #80703,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Merge 4 sorted arrays into one sorted array.,Practice heap operations: merge k lists. Unique hard variant for P02989.,33 elements provided.,Print merged and sorted array.,1 <= n <= 100000,1 2 12 15 43 55 61 64,1 2 12 15 43 55 61 64,Sort the numbers. (problem P02989),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02990,Median of Stream - Hard #80730,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,Maintain two heaps to find median as elements are added.,Practice heap operations: median stream. Unique hard variant for P02990.,40 elements provided.,Print medians after each addition.,1 <= n <= 100000,6 9 19 33 43 45 49 68 70 71,6 9 19 33 43 45 49 68 70 71,Sort the numbers. (problem P02990),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
P02991,Top K Frequent Elements - Hard #80757,Hard,Advanced,"[""Heap / Priority Queue""]",CodingStar,"Given an array, find the top 3 most frequent elements.",Practice heap operations: top k elements. Unique hard variant for P02991.,47 elements provided.,Print the 3 most frequent elements.,1 <= n <= 100000,"4 6 4 1 1 3 6 2 3 2
3","[4, 6, 1]",Count frequencies and extract the top k. (problem P02991),2000,256,0,,2026-05-21T12:12:20Z,algorithm,heap
