id,problem_id,input_data,expected_output,is_sample,explanation
P03843_TC3,P03843,30 27 18 33 5 16 25 16 34 37 14,255,False,Additional variant testcase for P03843.
P03844_TC1,P03844,24 6 12 6 20 10,78,True,Use DP to track optimum state. (problem P03844)
P03844_TC2,P03844,16 31 17 23 31 12 34 36 11 8,219,False,Additional variant testcase for P03844.
P03844_TC3,P03844,40 11 35 13 35 37 8 25 5 32 3,244,False,Additional variant testcase for P03844.
P03845_TC1,P03845,7,13,True,Use iterative DP. (problem P03845)
P03845_TC2,P03845,17 12 24 37 21 40 13 33 15 3,215,False,Additional variant testcase for P03845.
P03845_TC3,P03845,1 34 15 3 6 4 39 25 35 32 33,227,False,Additional variant testcase for P03845.
P03846_TC1,P03846,"""8
28 22 30 24 25 15 8 19""",102,True,Pick non-adjacent houses. (problem P03846)
P03846_TC2,P03846,37 21 15 40 25 14 8 8 11 15,194,False,Additional variant testcase for P03846.
P03846_TC3,P03846,2 23 30 32 3 28 25 39 36 12 29,259,False,Additional variant testcase for P03846.
P03847_TC1,P03847,"""[1, 2, 5, 10]
29""",5,True,Use unbounded knapsack DP. (problem P03847)
P03847_TC2,P03847,27 12 38 14 8 29 4 16 31 38,217,False,Additional variant testcase for P03847.
P03847_TC3,P03847,31 36 2 35 1 3 40 38 11 16 20,233,False,Additional variant testcase for P03847.
P03848_TC1,P03848,21 8 17 20 5 20,91,True,Use DP to track optimum state. (problem P03848)
P03848_TC2,P03848,26 1 19 4 9 34 16 6 23 39,177,False,Additional variant testcase for P03848.
P03848_TC3,P03848,30 37 4 6 19 19 37 20 26 4 36,238,False,Additional variant testcase for P03848.
P03849_TC1,P03849,18 22 6 10 10 6,72,True,Use DP to track optimum state. (problem P03849)
P03849_TC2,P03849,33 8 9 38 5 39 13 1 18 4,168,False,Additional variant testcase for P03849.
P03849_TC3,P03849,8 3 11 29 16 22 37 23 8 40 36,233,False,Additional variant testcase for P03849.
P03850_TC1,P03850,8,21,True,Use iterative DP. (problem P03850)
P03850_TC2,P03850,25 1 31 31 1 30 38 21 6 7,191,False,Additional variant testcase for P03850.
P03850_TC3,P03850,16 19 2 1 2 31 22 31 6 3 25,158,False,Additional variant testcase for P03850.
P03851_TC1,P03851,"""8
5 28 30 4 24 10 19 29""",88,True,Pick non-adjacent houses. (problem P03851)
P03851_TC2,P03851,39 8 37 34 10 30 4 27 7 32,228,False,Additional variant testcase for P03851.
P03851_TC3,P03851,10 29 40 26 25 5 38 24 29 25 3,254,False,Additional variant testcase for P03851.
P03852_TC1,P03852,"""[1, 2, 5, 10]
30""",3,True,Use unbounded knapsack DP. (problem P03852)
P03852_TC2,P03852,33 38 16 15 28 7 26 19 16 39,237,False,Additional variant testcase for P03852.
P03852_TC3,P03852,25 32 11 23 25 10 13 19 16 7 20,201,False,Additional variant testcase for P03852.
P03853_TC1,P03853,10 20 2 25 21 20,98,True,Use DP to track optimum state. (problem P03853)
P03853_TC2,P03853,25 30 18 13 39 37 34 20 16 31,263,False,Additional variant testcase for P03853.
P03853_TC3,P03853,18 22 21 23 6 32 28 6 31 20 31,238,False,Additional variant testcase for P03853.
P03854_TC1,P03854,3 20 6 20 6 22,77,True,Use DP to track optimum state. (problem P03854)
P03854_TC2,P03854,22 17 22 3 38 25 35 1 10 5,178,False,Additional variant testcase for P03854.
P03854_TC3,P03854,18 32 33 22 32 28 32 4 37 24 29,291,False,Additional variant testcase for P03854.
P03855_TC1,P03855,15,610,True,Use iterative DP. (problem P03855)
P03855_TC2,P03855,26 39 36 12 29 19 15 16 35 12,239,False,Additional variant testcase for P03855.
P03855_TC3,P03855,13 22 37 8 24 35 2 34 13 14 40,242,False,Additional variant testcase for P03855.
P03856_TC1,P03856,"""8
22 17 8 3 20 25 18 12""",68,True,Pick non-adjacent houses. (problem P03856)
P03856_TC2,P03856,18 24 10 20 3 14 3 23 5 29,149,False,Additional variant testcase for P03856.
P03856_TC3,P03856,40 36 20 18 23 1 36 15 37 35 13,274,False,Additional variant testcase for P03856.
P03857_TC1,P03857,"""[1, 2, 5, 10]
13""",3,True,Use unbounded knapsack DP. (problem P03857)
P03857_TC2,P03857,29 27 8 38 5 16 31 24 38 2,218,False,Additional variant testcase for P03857.
P03857_TC3,P03857,9 2 40 40 25 19 24 12 40 14 21,246,False,Additional variant testcase for P03857.
P03858_TC1,P03858,9 24 3 8 18 18,80,True,Use DP to track optimum state. (problem P03858)
P03858_TC2,P03858,29 17 19 26 16 5 2 13 14 27,168,False,Additional variant testcase for P03858.
P03858_TC3,P03858,12 17 33 7 2 29 10 21 9 37 8,185,False,Additional variant testcase for P03858.
P03859_TC1,P03859,11 25 18 25 24 1,104,True,Use DP to track optimum state. (problem P03859)
P03859_TC2,P03859,22 2 29 21 19 13 39 13 2 18,178,False,Additional variant testcase for P03859.
P03859_TC3,P03859,17 22 20 6 23 7 38 3 17 22 31,206,False,Additional variant testcase for P03859.
P03860_TC1,P03860,12,144,True,Use iterative DP. (problem P03860)
P03860_TC2,P03860,39 14 28 27 20 11 4 29 12 39,223,False,Additional variant testcase for P03860.
P03860_TC3,P03860,32 36 3 32 35 10 15 20 22 12 30,247,False,Additional variant testcase for P03860.
P03861_TC1,P03861,"""8
6 5 8 4 20 9 29 21""",63,True,Pick non-adjacent houses. (problem P03861)
P03861_TC2,P03861,12 11 1 35 24 31 26 13 35 9,197,False,Additional variant testcase for P03861.
P03861_TC3,P03861,17 3 31 19 20 35 16 30 34 23 4,232,False,Additional variant testcase for P03861.
P03862_TC1,P03862,"""[1, 2, 5, 10]
14""",3,True,Use unbounded knapsack DP. (problem P03862)
P03862_TC2,P03862,5 23 16 33 3 31 22 9 38 36,216,False,Additional variant testcase for P03862.
P03862_TC3,P03862,38 12 37 10 24 30 5 13 7 5 15,196,False,Additional variant testcase for P03862.
P03863_TC1,P03863,12 2 6 1 4 13,38,True,Use DP to track optimum state. (problem P03863)
P03863_TC2,P03863,12 26 2 9 22 16 24 11 30 21,173,False,Additional variant testcase for P03863.
P03863_TC3,P03863,40 30 3 26 19 21 21 31 16 12 38,257,False,Additional variant testcase for P03863.
P03864_TC1,P03864,6 17 11 6 14 19,73,True,Use DP to track optimum state. (problem P03864)
P03864_TC2,P03864,24 33 5 26 33 27 34 12 22 34,250,False,Additional variant testcase for P03864.
P03864_TC3,P03864,18 11 10 34 25 5 2 21 7 7 36,176,False,Additional variant testcase for P03864.
P03865_TC1,P03865,15,610,True,Use iterative DP. (problem P03865)
P03865_TC2,P03865,19 38 1 23 13 17 12 36 32 33,224,False,Additional variant testcase for P03865.
P03865_TC3,P03865,27 15 12 30 11 40 37 11 15 11 11,220,False,Additional variant testcase for P03865.
P03866_TC1,P03866,"""8
24 27 21 5 28 16 21 27""",100,True,Pick non-adjacent houses. (problem P03866)
P03866_TC2,P03866,16 40 28 6 5 26 34 23 16 9,203,False,Additional variant testcase for P03866.
P03866_TC3,P03866,12 37 37 25 36 37 5 17 40 10 1,257,False,Additional variant testcase for P03866.
P03867_TC1,P03867,"""[1, 2, 5, 10]
26""",4,True,Use unbounded knapsack DP. (problem P03867)
P03867_TC2,P03867,27 31 14 7 3 39 18 32 34 16,221,False,Additional variant testcase for P03867.
P03867_TC3,P03867,25 37 36 7 7 3 20 9 2 1 27,174,False,Additional variant testcase for P03867.
P03868_TC1,P03868,23 17 21 17 23 22,123,True,Use DP to track optimum state. (problem P03868)
P03868_TC2,P03868,7 25 11 28 13 23 35 26 26 15,209,False,Additional variant testcase for P03868.
P03868_TC3,P03868,3 10 2 16 17 38 18 12 40 13 9,178,False,Additional variant testcase for P03868.
P03869_TC1,P03869,19 18 4 10 10 21,82,True,Use DP to track optimum state. (problem P03869)
P03869_TC2,P03869,7 7 37 13 22 19 39 18 36 20,218,False,Additional variant testcase for P03869.
P03869_TC3,P03869,7 33 40 16 1 10 24 21 30 24 8,214,False,Additional variant testcase for P03869.
P03870_TC1,P03870,6,8,True,Use iterative DP. (problem P03870)
P03870_TC2,P03870,31 22 11 39 35 9 14 23 32 3,219,False,Additional variant testcase for P03870.
P03870_TC3,P03870,3 18 8 14 38 39 21 21 20 23 11,216,False,Additional variant testcase for P03870.
P03871_TC1,P03871,"""8
22 21 21 2 19 4 9 28""",90,True,Pick non-adjacent houses. (problem P03871)
P03871_TC2,P03871,17 16 28 28 16 13 28 31 28 39,244,False,Additional variant testcase for P03871.
P03871_TC3,P03871,19 18 1 4 12 24 35 27 20 18 14,192,False,Additional variant testcase for P03871.
P03872_TC1,P03872,"""[1, 2, 5, 10]
11""",2,True,Use unbounded knapsack DP. (problem P03872)
P03872_TC2,P03872,30 15 32 33 13 36 19 13 14 13,218,False,Additional variant testcase for P03872.
P03872_TC3,P03872,36 12 39 32 30 17 34 33 4 20 8,265,False,Additional variant testcase for P03872.
P03873_TC1,P03873,20 20 23 25 21 22,131,True,Use DP to track optimum state. (problem P03873)
P03873_TC2,P03873,37 12 19 19 2 1 6 28 9 3,136,False,Additional variant testcase for P03873.
P03873_TC3,P03873,11 33 22 30 27 27 38 11 12 5 21,237,False,Additional variant testcase for P03873.
P03874_TC1,P03874,15 7 14 9 10 11,66,True,Use DP to track optimum state. (problem P03874)
P03874_TC2,P03874,18 14 15 5 18 19 35 28 17 28,197,False,Additional variant testcase for P03874.
P03874_TC3,P03874,29 31 3 39 24 12 37 8 8 3 12,206,False,Additional variant testcase for P03874.
P03875_TC1,P03875,8,21,True,Use iterative DP. (problem P03875)
P03875_TC2,P03875,1 6 6 26 3 37 28 21 20 19,167,False,Additional variant testcase for P03875.
P03875_TC3,P03875,18 7 30 37 33 39 12 17 24 39 1,257,False,Additional variant testcase for P03875.
P03876_TC1,P03876,"""8
11 8 4 25 21 6 30 15""",66,True,Pick non-adjacent houses. (problem P03876)
P03876_TC2,P03876,14 23 18 38 21 3 7 35 8 19,186,False,Additional variant testcase for P03876.
P03876_TC3,P03876,11 6 38 5 14 28 34 1 34 21 38,230,False,Additional variant testcase for P03876.
P03877_TC1,P03877,"""[1, 2, 5, 10]
14""",3,True,Use unbounded knapsack DP. (problem P03877)
P03877_TC2,P03877,17 14 17 28 37 13 11 10 31 10,188,False,Additional variant testcase for P03877.
P03877_TC3,P03877,18 27 3 13 10 24 33 38 31 32 39,268,False,Additional variant testcase for P03877.
P03878_TC1,P03878,5 16 10 25 12 8,76,True,Use DP to track optimum state. (problem P03878)
P03878_TC2,P03878,20 19 8 32 35 29 6 5 10 31,195,False,Additional variant testcase for P03878.
P03878_TC3,P03878,26 7 21 30 32 28 8 38 11 20 40,261,False,Additional variant testcase for P03878.
P03879_TC1,P03879,8 10 6 14 21 19,78,True,Use DP to track optimum state. (problem P03879)
P03879_TC2,P03879,37 34 26 29 34 20 6 1 36 14,237,False,Additional variant testcase for P03879.
P03879_TC3,P03879,38 24 33 4 40 4 13 31 30 32 10,259,False,Additional variant testcase for P03879.
P03880_TC1,P03880,9,34,True,Use iterative DP. (problem P03880)
P03880_TC2,P03880,4 28 4 6 8 6 14 28 40 25,163,False,Additional variant testcase for P03880.
P03880_TC3,P03880,21 37 21 14 25 13 13 20 15 32 38,249,False,Additional variant testcase for P03880.
P03881_TC1,P03881,"""8
6 10 1 30 26 3 10 28""",71,True,Pick non-adjacent houses. (problem P03881)
P03881_TC2,P03881,1 34 5 15 1 20 10 3 13 1,103,False,Additional variant testcase for P03881.
P03881_TC3,P03881,33 31 22 26 7 20 12 1 22 23 15,212,False,Additional variant testcase for P03881.
P03882_TC1,P03882,"""[1, 2, 5, 10]
29""",5,True,Use unbounded knapsack DP. (problem P03882)
P03882_TC2,P03882,10 18 26 19 24 32 8 6 36 16,195,False,Additional variant testcase for P03882.
P03882_TC3,P03882,15 15 25 14 10 21 34 37 32 34 24,261,False,Additional variant testcase for P03882.
P03883_TC1,P03883,5 7 1 14 7 1,35,True,Use DP to track optimum state. (problem P03883)
P03883_TC2,P03883,32 22 11 22 5 19 39 6 16 6,178,False,Additional variant testcase for P03883.
P03883_TC3,P03883,12 34 7 26 31 34 24 24 22 15 38,267,False,Additional variant testcase for P03883.
P03884_TC1,P03884,12 12 1 16 11 18,70,True,Use DP to track optimum state. (problem P03884)
P03884_TC2,P03884,1 38 11 35 9 14 36 23 15 11,193,False,Additional variant testcase for P03884.
P03884_TC3,P03884,34 1 1 1 23 20 33 13 24 39 11,200,False,Additional variant testcase for P03884.
P03885_TC1,P03885,7,13,True,Use iterative DP. (problem P03885)
P03885_TC2,P03885,39 40 24 23 20 11 21 10 35 7,230,False,Additional variant testcase for P03885.
P03885_TC3,P03885,12 28 32 34 8 21 17 7 16 27 6,208,False,Additional variant testcase for P03885.
P03886_TC1,P03886,"""8
20 15 23 2 30 26 10 3""",83,True,Pick non-adjacent houses. (problem P03886)
P03886_TC2,P03886,40 8 38 21 18 33 23 36 4 36,257,False,Additional variant testcase for P03886.
P03886_TC3,P03886,20 14 19 27 19 4 36 38 16 37 30,260,False,Additional variant testcase for P03886.
P03887_TC1,P03887,"""[1, 2, 5, 10]
23""",4,True,Use unbounded knapsack DP. (problem P03887)
P03887_TC2,P03887,7 22 27 40 38 26 31 12 14 29,246,False,Additional variant testcase for P03887.
P03887_TC3,P03887,28 19 40 29 32 15 34 30 25 14 37,303,False,Additional variant testcase for P03887.
P03888_TC1,P03888,24 25 7 7 5 6,74,True,Use DP to track optimum state. (problem P03888)
P03888_TC2,P03888,19 37 38 37 4 20 14 13 36 38,256,False,Additional variant testcase for P03888.
P03888_TC3,P03888,33 33 17 34 39 25 2 8 32 38 20,281,False,Additional variant testcase for P03888.
P03889_TC1,P03889,12 9 19 6 25 21,92,True,Use DP to track optimum state. (problem P03889)
P03889_TC2,P03889,23 34 39 12 32 23 36 22 3 5,229,False,Additional variant testcase for P03889.
P03889_TC3,P03889,32 27 36 3 16 15 40 24 15 18 12,238,False,Additional variant testcase for P03889.
P03890_TC1,P03890,7,13,True,Use iterative DP. (problem P03890)
P03890_TC2,P03890,32 32 9 30 9 33 38 26 26 31,266,False,Additional variant testcase for P03890.
P03890_TC3,P03890,24 25 18 13 34 24 16 40 23 30 26,273,False,Additional variant testcase for P03890.
P03891_TC1,P03891,"""8
15 10 10 29 26 2 16 29""",80,True,Pick non-adjacent houses. (problem P03891)
P03891_TC2,P03891,18 37 2 15 9 20 29 9 22 30,191,False,Additional variant testcase for P03891.
P03891_TC3,P03891,38 29 39 9 34 27 7 28 36 32 21,300,False,Additional variant testcase for P03891.
P03892_TC1,P03892,"""[1, 2, 5, 10]
18""",4,True,Use unbounded knapsack DP. (problem P03892)
P03892_TC2,P03892,39 30 12 1 16 15 26 30 10 37,216,False,Additional variant testcase for P03892.
P03892_TC3,P03892,13 32 11 24 28 18 36 1 16 25 36,240,False,Additional variant testcase for P03892.
P03893_TC1,P03893,11 3 5 18 1 12,50,True,Use DP to track optimum state. (problem P03893)
P03893_TC2,P03893,19 12 38 40 20 4 40 1 9 13,196,False,Additional variant testcase for P03893.
P03893_TC3,P03893,35 35 10 39 39 30 27 12 21 3 8,259,False,Additional variant testcase for P03893.
P03894_TC1,P03894,5 18 12 23 7 20,85,True,Use DP to track optimum state. (problem P03894)
P03894_TC2,P03894,36 8 15 3 22 34 1 27 23 27,196,False,Additional variant testcase for P03894.
P03894_TC3,P03894,20 8 4 19 8 8 36 20 12 1 38,174,False,Additional variant testcase for P03894.
P03895_TC1,P03895,14,377,True,Use iterative DP. (problem P03895)
P03895_TC2,P03895,11 21 16 20 23 28 11 9 27 35,201,False,Additional variant testcase for P03895.
P03895_TC3,P03895,29 19 5 29 33 24 6 6 11 30 4,196,False,Additional variant testcase for P03895.
P03896_TC1,P03896,"""8
3 21 12 16 3 18 7 20""",75,True,Pick non-adjacent houses. (problem P03896)
P03896_TC2,P03896,30 23 24 37 37 34 26 31 17 20,279,False,Additional variant testcase for P03896.
P03896_TC3,P03896,29 10 28 4 2 39 9 38 30 37 17,243,False,Additional variant testcase for P03896.
P03897_TC1,P03897,"""[1, 2, 5, 10]
11""",2,True,Use unbounded knapsack DP. (problem P03897)
P03897_TC2,P03897,5 18 1 24 21 21 21 18 36 16,181,False,Additional variant testcase for P03897.
P03897_TC3,P03897,29 34 18 37 33 11 32 15 34 8 2,253,False,Additional variant testcase for P03897.
P03898_TC1,P03898,18 7 3 11 18 10,67,True,Use DP to track optimum state. (problem P03898)
P03898_TC2,P03898,15 38 33 12 9 27 12 21 19 23,209,False,Additional variant testcase for P03898.
P03898_TC3,P03898,8 16 33 13 15 9 18 31 4 30 30,207,False,Additional variant testcase for P03898.
P03899_TC1,P03899,1 15 25 19 22 20,102,True,Use DP to track optimum state. (problem P03899)
P03899_TC2,P03899,19 18 6 15 32 29 7 19 19 26,190,False,Additional variant testcase for P03899.
P03899_TC3,P03899,12 27 27 31 38 19 30 32 38 24 15,293,False,Additional variant testcase for P03899.
P03900_TC1,P03900,12,144,True,Use iterative DP. (problem P03900)
P03900_TC2,P03900,9 27 16 11 26 23 23 27 5 33,200,False,Additional variant testcase for P03900.
P03900_TC3,P03900,11 28 4 14 37 1 16 14 21 2 28,176,False,Additional variant testcase for P03900.
P03901_TC1,P03901,"""8
24 15 11 21 13 29 7 24""",98,True,Pick non-adjacent houses. (problem P03901)
P03901_TC2,P03901,29 27 14 36 15 17 10 8 16 13,185,False,Additional variant testcase for P03901.
P03901_TC3,P03901,32 30 14 11 37 5 14 12 22 18 7,202,False,Additional variant testcase for P03901.
P03902_TC1,P03902,"""[1, 2, 5, 10]
15""",2,True,Use unbounded knapsack DP. (problem P03902)
P03902_TC2,P03902,12 14 38 7 5 16 20 17 7 5,141,False,Additional variant testcase for P03902.
P03902_TC3,P03902,2 4 14 12 6 9 12 2 27 24 35,147,False,Additional variant testcase for P03902.
P03903_TC1,P03903,10 2 11 10 22 18,73,True,Use DP to track optimum state. (problem P03903)
P03903_TC2,P03903,1 5 1 29 5 5 19 39 40 26,170,False,Additional variant testcase for P03903.
P03903_TC3,P03903,40 22 20 32 1 18 11 26 4 27 4,205,False,Additional variant testcase for P03903.
P03904_TC1,P03904,9 20 25 9 15 12,90,True,Use DP to track optimum state. (problem P03904)
P03904_TC2,P03904,8 25 5 21 34 21 37 14 13 10,188,False,Additional variant testcase for P03904.
P03904_TC3,P03904,38 15 26 35 39 39 29 14 6 25 11,277,False,Additional variant testcase for P03904.
P03905_TC1,P03905,9,34,True,Use iterative DP. (problem P03905)
P03905_TC2,P03905,20 37 4 15 31 36 5 29 16 39,232,False,Additional variant testcase for P03905.
P03905_TC3,P03905,40 29 10 21 1 34 16 35 29 13 27,255,False,Additional variant testcase for P03905.
P03906_TC1,P03906,"""8
19 16 3 17 1 13 17 21""",70,True,Pick non-adjacent houses. (problem P03906)
P03906_TC2,P03906,14 40 31 39 40 26 17 15 28 33,283,False,Additional variant testcase for P03906.
P03906_TC3,P03906,19 24 39 3 9 28 8 5 20 23 34,212,False,Additional variant testcase for P03906.
P03907_TC1,P03907,"""[1, 2, 5, 10]
29""",5,True,Use unbounded knapsack DP. (problem P03907)
P03907_TC2,P03907,30 36 24 13 7 20 11 37 36 17,231,False,Additional variant testcase for P03907.
P03907_TC3,P03907,24 29 19 16 15 18 37 13 2 2 27,202,False,Additional variant testcase for P03907.
P03908_TC1,P03908,18 5 24 14 6 20,87,True,Use DP to track optimum state. (problem P03908)
P03908_TC2,P03908,13 17 27 27 26 29 22 30 14 27,232,False,Additional variant testcase for P03908.
P03908_TC3,P03908,6 4 28 18 21 19 7 6 23 36 36,204,False,Additional variant testcase for P03908.
P03909_TC1,P03909,8 22 24 2 23 17,96,True,Use DP to track optimum state. (problem P03909)
P03909_TC2,P03909,31 6 16 35 29 4 16 21 30 5,193,False,Additional variant testcase for P03909.
P03909_TC3,P03909,32 8 1 16 10 37 10 6 13 20 14,167,False,Additional variant testcase for P03909.
P03910_TC1,P03910,7,13,True,Use iterative DP. (problem P03910)
P03910_TC2,P03910,8 7 24 18 24 29 15 20 22 16,183,False,Additional variant testcase for P03910.
